Date,Open,High,Low,Close,Adj Close,Volume
2016-01-27,78.529999,79.849998,78.150002,78.800003,70.113403,10816100
2016-01-28,79.400002,80.000000,78.610001,79.820000,71.020958,9895100
2016-01-29,79.980003,82.000000,79.830002,81.690002,72.684814,19895000
2016-02-01,81.209999,81.400002,80.529999,81.120003,72.177643,9657200
2016-02-02,80.089996,80.540001,79.809998,80.220001,71.376869,9116400
2016-02-03,80.480003,81.239998,80.019997,81.099998,72.159843,10149600
2016-02-04,80.849998,81.099998,80.330002,80.699997,71.803940,8295100
2016-02-05,80.580002,81.199997,80.570000,81.199997,72.248833,9957600
2016-02-08,80.290001,82.720001,80.290001,82.620003,73.512299,16530200
2016-02-09,81.830002,83.000000,81.019997,82.639999,73.530067,14308900
2016-02-10,82.910004,83.000000,81.459999,81.620003,72.622520,10585400
2016-02-11,80.389999,80.989998,79.629997,79.900002,71.092125,12343900
2016-02-12,80.360001,81.019997,79.790001,80.989998,72.061974,9306100
2016-02-16,81.989998,81.989998,80.839996,81.470001,72.489059,9352600
2016-02-17,81.650002,82.830002,81.510002,82.449997,73.361031,10892900
2016-02-18,82.230003,82.320000,81.209999,81.980003,72.942856,7702600
2016-02-19,81.959999,82.260002,81.400002,81.790001,72.773788,7709600
2016-02-22,81.790001,82.669998,81.709999,82.129997,73.076294,6916500
2016-02-23,82.000000,82.459999,81.610001,81.809998,72.791580,5840600
2016-02-24,81.260002,81.639999,80.660004,81.559998,72.569122,6759800
2016-02-25,81.699997,82.339996,81.470001,82.339996,73.263153,6789700
2016-02-26,82.519997,82.650002,80.949997,81.099998,72.159843,9281100
2016-02-29,81.099998,81.349998,80.209999,80.290001,71.439148,11065300
2016-03-01,80.540001,81.360001,80.529999,81.230003,72.275520,9483900
2016-03-02,81.580002,82.660004,80.849998,82.550003,73.450005,12096600
2016-03-03,82.540001,82.930000,82.180000,82.839996,73.708031,8747100
2016-03-04,82.620003,83.739998,82.260002,83.489998,74.286392,9406700
2016-03-07,83.180000,83.699997,83.000000,83.099998,73.939362,6792400
2016-03-08,82.970001,83.750000,82.669998,83.059998,73.903778,7788400
2016-03-09,83.300003,83.690002,82.680000,82.959999,73.814812,8954800
2016-03-10,83.129997,83.230003,81.750000,82.279999,73.209778,10385600
2016-03-11,82.750000,82.800003,81.440002,81.750000,72.738190,11109500
2016-03-14,81.570000,81.849998,80.680000,81.169998,72.222122,12389300
2016-03-15,81.000000,81.459999,80.760002,81.309998,72.346687,9297800
2016-03-16,81.309998,81.800003,80.480003,81.339996,72.373405,9490300
2016-03-17,81.290001,83.230003,81.279999,82.750000,73.627937,12061500
2016-03-18,82.860001,83.500000,82.440002,83.150002,73.983864,33635200
2016-03-21,83.120003,83.870003,82.910004,83.320000,74.135139,8625600
2016-03-22,83.279999,83.320000,82.489998,82.739998,73.619064,7205900
2016-03-23,82.720001,83.489998,82.580002,82.820000,73.690247,5594600
2016-03-24,82.459999,83.120003,82.430000,82.889999,73.752533,6645700
2016-03-28,82.989998,83.449997,82.519997,82.620003,73.512299,4988500
2016-03-29,82.660004,83.089996,82.160004,82.800003,73.672447,6731400
2016-03-30,83.089996,83.360001,82.650002,82.680000,73.565674,6925400
2016-03-31,82.750000,83.000000,82.150002,82.309998,73.236458,6819200
2016-04-01,82.000000,83.620003,81.930000,83.529999,74.321976,8028600
2016-04-04,83.650002,83.650002,83.029999,83.209999,74.037247,5593400
2016-04-05,83.160004,83.559998,82.989998,83.160004,73.992767,5259100
2016-04-06,83.139999,83.839996,83.080002,83.809998,74.571091,6292100
2016-04-07,83.239998,83.680000,82.870003,83.239998,74.063919,6655900
2016-04-08,83.440002,83.449997,82.769997,83.199997,74.028351,5453000
2016-04-11,83.029999,83.339996,82.660004,82.730003,73.610168,7081500
2016-04-12,82.709999,83.209999,82.449997,82.830002,73.699135,7081600
2016-04-13,83.050003,83.430000,81.839996,82.459999,73.369919,11738600
2016-04-14,81.949997,82.370003,81.540001,82.010002,73.566826,6904400
2016-04-15,82.050003,82.430000,81.849998,82.300003,73.826988,7299300
2016-04-18,82.300003,82.989998,82.019997,82.830002,74.302406,5628000
2016-04-19,82.910004,83.699997,82.849998,83.279999,74.706070,6606100
2016-04-20,83.290001,83.339996,81.480003,81.550003,73.154175,9124200
2016-04-21,81.040001,81.309998,80.550003,80.800003,72.481407,8802100
2016-04-22,80.400002,80.949997,79.910004,80.949997,72.615959,8027700
2016-04-25,80.919998,81.480003,80.419998,81.410004,73.028595,7672800
2016-04-26,81.500000,81.500000,79.209999,79.550003,71.360092,13742300
2016-04-27,79.470001,80.150002,79.099998,79.889999,71.665092,7689700
2016-04-28,79.480003,80.269997,79.389999,79.760002,71.548462,7615900
2016-04-29,79.669998,80.150002,79.370003,80.120003,71.871407,9391000
2016-05-02,80.019997,81.300003,80.019997,80.970001,72.633911,7862600
2016-05-03,80.800003,81.699997,80.690002,81.099998,72.750511,7617500
2016-05-04,80.870003,81.769997,80.870003,81.599998,73.199028,7365900
2016-05-05,81.599998,82.089996,80.919998,81.300003,72.929924,6399500
2016-05-06,81.419998,82.250000,81.169998,82.129997,73.674461,6297200
2016-05-09,82.209999,82.730003,81.970001,82.120003,73.665512,6718800
2016-05-10,82.150002,82.680000,82.120003,82.480003,73.988441,6222400
2016-05-11,82.500000,82.889999,82.129997,82.150002,73.692406,5975000
2016-05-12,82.480003,82.739998,82.110001,82.410004,73.925652,4925000
2016-05-13,82.419998,82.419998,81.000000,81.230003,72.867134,6579000
2016-05-16,81.010002,81.889999,80.750000,81.629997,73.225960,6497200
2016-05-17,81.639999,82.059998,80.330002,80.620003,72.319939,10188200
2016-05-18,80.589996,80.769997,79.410004,79.849998,71.629204,8344100
2016-05-19,79.639999,80.220001,79.449997,80.190002,71.934204,6242500
2016-05-20,80.440002,80.500000,79.790001,80.019997,71.781715,6526800
2016-05-23,80.050003,80.330002,79.849998,80.199997,71.943176,5620600
2016-05-24,80.300003,81.379997,80.300003,80.970001,72.633911,6293300
2016-05-25,81.080002,81.769997,81.010002,81.480003,73.091393,6049800
2016-05-26,81.480003,81.599998,81.089996,81.220001,72.858170,4622300
2016-05-27,81.269997,81.660004,81.160004,81.430000,73.046547,4322200
2016-05-31,81.580002,81.820000,80.739998,81.040001,72.696701,6705000
2016-06-01,80.949997,81.800003,80.860001,81.790001,73.369484,6184100
2016-06-02,81.529999,81.949997,81.330002,81.949997,73.512993,5186300
2016-06-03,81.930000,82.489998,81.779999,82.470001,73.979477,6306700
2016-06-06,82.400002,82.830002,82.230003,82.769997,74.248581,5292300
2016-06-07,82.760002,82.889999,82.250000,82.320000,73.844917,6327500
2016-06-08,82.370003,82.750000,82.019997,82.650002,74.140945,4712600
2016-06-09,82.580002,83.260002,82.430000,83.169998,74.607407,6144900
2016-06-10,82.769997,83.339996,82.610001,83.199997,74.634308,6840800
2016-06-13,82.959999,83.400002,82.529999,82.570000,74.069168,6167400
2016-06-14,82.550003,83.370003,82.269997,83.349998,74.768875,6868600
2016-06-15,83.400002,83.500000,82.820000,82.949997,74.410057,7082200
2016-06-16,82.669998,83.610001,82.660004,83.410004,74.822708,6630100
2016-06-17,83.309998,83.440002,82.349998,83.129997,74.571518,11741700
2016-06-20,83.519997,83.699997,83.029999,83.040001,74.490784,6164300
2016-06-21,83.089996,83.779999,83.089996,83.410004,74.822708,6594700
2016-06-22,83.500000,83.760002,83.290001,83.570000,74.966225,4940100
2016-06-23,83.809998,84.209999,83.570000,84.209999,75.540344,7361300
2016-06-24,82.610001,83.820000,81.989998,82.260002,73.791100,12401100
2016-06-27,81.830002,81.889999,81.000000,81.230003,72.867134,9601800
2016-06-28,81.440002,82.489998,80.949997,82.459999,73.970497,9257100
2016-06-29,82.959999,83.910004,82.910004,83.910004,75.271217,7927500
2016-06-30,83.910004,84.800003,83.820000,84.669998,75.952972,10969300
2016-07-01,84.519997,84.989998,84.510002,84.779999,76.051651,9531100
2016-07-05,84.480003,85.949997,84.449997,85.440002,76.643700,11403100
2016-07-06,85.370003,85.500000,84.739998,85.029999,76.275909,8356500
2016-07-07,85.230003,85.239998,84.529999,84.830002,76.096497,7905700
2016-07-08,84.980003,85.900002,84.769997,85.769997,76.939720,6827300
2016-07-11,85.610001,85.949997,84.910004,85.750000,76.921791,6156800
2016-07-12,85.489998,85.940002,85.190002,85.750000,76.921791,6649800
2016-07-13,85.809998,86.150002,85.410004,85.889999,77.047379,7572100
2016-07-14,86.440002,86.889999,85.849998,85.870003,77.029434,11342600
2016-07-15,86.250000,86.480003,85.790001,86.010002,77.155014,8491300
2016-07-18,86.019997,86.050003,85.699997,85.930000,77.083252,4781300
2016-07-19,85.669998,86.180000,85.559998,86.169998,77.298538,6078200
2016-07-20,85.379997,85.730003,85.129997,85.320000,77.135361,6289000
2016-07-21,85.019997,85.370003,84.879997,85.260002,77.081123,5407000
2016-07-22,85.500000,85.980003,85.449997,85.720001,77.497002,6165600
2016-07-25,85.529999,85.800003,85.150002,85.800003,77.569321,5605300
2016-07-26,85.680000,86.080002,85.169998,85.269997,77.090157,5379300
2016-07-27,85.239998,85.300003,84.320000,84.459999,76.357849,7744700
2016-07-28,84.419998,84.980003,84.400002,84.809998,76.674286,5911600
2016-07-29,84.889999,85.790001,84.800003,85.589996,77.379448,7520900
2016-08-01,85.440002,86.580002,85.419998,86.410004,78.120819,10420600
2016-08-02,87.019997,87.150002,86.239998,86.760002,78.437225,13083200
2016-08-03,86.510002,86.720001,85.459999,85.970001,77.723015,8192100
2016-08-04,86.120003,86.529999,85.800003,86.050003,77.795326,5564100
2016-08-05,86.080002,86.440002,85.529999,85.779999,77.551231,6729700
2016-08-08,85.610001,85.900002,85.129997,85.760002,77.533157,5388200
2016-08-09,85.860001,86.339996,85.680000,85.989998,77.741096,4158800
2016-08-10,86.260002,86.820000,86.000000,86.309998,78.030396,5981400
2016-08-11,86.699997,87.000000,86.400002,86.730003,78.410110,7387100
2016-08-12,86.919998,87.449997,86.779999,87.040001,78.690353,8063400
2016-08-15,87.519997,87.570000,86.989998,87.019997,78.672279,6871200
2016-08-16,86.980003,87.400002,86.470001,86.580002,78.274483,8071100
2016-08-17,86.449997,87.110001,85.970001,86.959999,78.618050,6762100
2016-08-18,86.940002,87.459999,86.940002,87.440002,79.052002,7082800
2016-08-19,87.199997,87.410004,87.050003,87.309998,78.934464,6199900
2016-08-22,87.139999,87.209999,86.580002,86.849998,78.518593,5921100
2016-08-23,87.129997,87.500000,87.040001,87.400002,79.015846,5420100
2016-08-24,87.320000,87.449997,86.559998,87.309998,78.934464,5713300
2016-08-25,87.300003,87.940002,87.040001,87.900002,79.467873,10595500
2016-08-26,87.870003,88.500000,87.169998,87.580002,79.178566,16408200
2016-08-29,87.389999,88.400002,87.320000,88.300003,79.829506,8934500
2016-08-30,87.720001,88.300003,87.459999,87.540001,79.142410,11619400
2016-08-31,87.750000,87.849998,87.029999,87.309998,78.934464,11407800
2016-09-01,87.360001,88.309998,86.980003,88.309998,79.838531,29793300
2016-09-02,88.480003,88.870003,88.040001,88.199997,79.739090,17470400
2016-09-06,88.250000,88.639999,87.879997,88.639999,80.136887,14472100
2016-09-07,88.309998,88.410004,87.709999,87.949997,79.513069,17556400
2016-09-08,87.949997,88.180000,87.629997,87.779999,79.359375,23465700
2016-09-09,87.099998,87.169998,86.239998,86.239998,77.967110,21955000
2016-09-12,86.040001,88.379997,85.959999,88.250000,79.784294,16105700
2016-09-13,87.550003,87.910004,87.010002,87.050003,78.699409,19682700
2016-09-14,87.120003,87.599998,86.870003,87.010002,78.663246,25397900
2016-09-15,86.750000,88.269997,86.750000,88.059998,79.612511,13833600
2016-09-16,87.620003,88.110001,87.300003,88.050003,79.603493,23518300
2016-09-19,87.919998,88.949997,87.250000,88.370003,79.892792,19173900
2016-09-20,88.500000,88.949997,88.180000,88.580002,80.082642,33986500
2016-09-21,88.540001,88.790001,86.440002,87.800003,79.377464,55409800
2016-09-22,87.769997,89.300003,87.769997,88.989998,80.453300,52692700
2016-09-23,88.629997,88.940002,87.489998,87.760002,79.341301,48281400
2016-09-26,87.419998,88.430000,86.610001,87.849998,79.422653,60276600
2016-09-27,88.059998,88.809998,87.660004,88.360001,79.883736,65150800
2016-09-28,88.980003,89.730003,88.470001,89.459999,80.878212,89806000
2016-09-29,89.160004,89.269997,87.540001,88.230003,79.766228,74587500
2016-09-30,88.300003,90.220001,88.290001,89.750000,81.140396,123735700
2016-10-03,89.349998,89.449997,88.410004,88.660004,80.154968,26789500
2016-10-04,88.290001,88.680000,87.949997,88.349998,79.874695,23317600
2016-10-05,88.480003,89.000000,88.209999,88.849998,80.326736,64580300
2016-10-06,88.610001,89.730003,88.470001,89.220001,80.661240,61462800
2016-10-07,89.010002,90.050003,88.300003,90.000000,81.366409,20518800
2016-10-10,90.190002,90.330002,88.779999,89.059998,80.516586,15492400
2016-10-11,88.830002,89.120003,88.199997,88.540001,80.046463,11723100
2016-10-12,88.739998,89.010002,88.330002,88.570000,80.073593,17118000
2016-10-13,88.050003,88.570000,87.599998,88.239998,79.775246,11158100
2016-10-14,88.500000,88.959999,88.220001,88.430000,79.947021,7369000
2016-10-17,88.430000,88.650002,87.709999,87.830002,79.404587,7610600
2016-10-18,88.209999,88.269997,87.440002,87.449997,79.061043,10749500
2016-10-19,86.650002,86.820000,85.440002,85.540001,77.930870,12788800
2016-10-20,85.379997,85.519997,84.790001,84.930000,77.375137,10175100
2016-10-21,84.410004,84.860001,84.239998,84.330002,76.828522,13974100
2016-10-24,84.389999,84.699997,84.059998,84.099998,76.618980,10573200
2016-10-25,87.489998,88.080002,86.970001,86.970001,79.233665,20761200
2016-10-26,86.910004,87.739998,86.779999,87.400002,79.625435,8464100
2016-10-27,87.510002,87.599998,86.449997,86.580002,78.878365,6598300
2016-10-28,86.870003,87.230003,86.449997,86.839996,79.115234,7021100
2016-10-31,87.010002,87.470001,86.690002,86.800003,79.078819,8207100
2016-11-01,86.580002,86.989998,86.480003,86.849998,79.124359,8564500
2016-11-02,86.769997,87.410004,86.559998,86.739998,79.024139,7773200
2016-11-03,86.800003,86.980003,86.470001,86.599998,78.896584,6899900
2016-11-04,86.690002,86.730003,85.070000,85.080002,77.511795,9378100
2016-11-07,86.019997,86.570000,85.599998,86.559998,78.860146,8878500
2016-11-08,86.769997,87.690002,86.589996,87.459999,79.680077,7674600
2016-11-09,85.260002,86.540001,84.309998,85.930000,78.286186,11972500
2016-11-10,85.510002,85.699997,82.180000,82.959999,75.580383,22095000
2016-11-11,82.669998,84.059998,82.650002,83.580002,76.145226,8905700
2016-11-14,83.559998,83.779999,82.760002,83.000000,75.616829,12862500
2016-11-15,84.580002,84.580002,82.879997,83.620003,76.181686,9464000
2016-11-16,83.980003,84.199997,83.169998,83.190002,75.789925,8542900
2016-11-17,83.269997,83.500000,82.930000,83.070000,75.680588,9083700
2016-11-18,82.919998,83.099998,81.989998,82.000000,74.705780,14565500
2016-11-21,82.000000,82.750000,81.709999,82.639999,75.288841,11482100
2016-11-22,83.010002,83.180000,82.660004,82.760002,75.398170,7426500
2016-11-23,82.589996,82.930000,82.519997,82.680000,75.325294,7693300
2016-11-25,82.989998,83.459999,82.949997,83.459999,76.035896,3882900
2016-11-28,83.129997,83.360001,82.760002,83.070000,75.680588,6990100
2016-11-29,83.419998,83.480003,82.690002,82.889999,75.516602,6183100
2016-11-30,82.519997,82.830002,82.260002,82.459999,75.124855,12115500
2016-12-01,82.209999,82.320000,81.180000,81.860001,74.578232,12516900
2016-12-02,82.349998,82.680000,82.070000,82.400002,75.070206,9079400
2016-12-05,82.559998,83.080002,82.480003,82.989998,75.607704,8597500
2016-12-06,83.239998,83.250000,82.610001,82.910004,75.534828,7327200
2016-12-07,82.739998,84.279999,82.709999,84.180000,76.691864,8567700
2016-12-08,83.790001,84.180000,83.500000,83.500000,76.072342,7522800
2016-12-09,83.519997,84.400002,83.470001,84.370003,76.864960,8004500
2016-12-12,84.209999,85.180000,84.209999,85.129997,77.557350,7494100
2016-12-13,84.669998,85.360001,84.529999,85.180000,77.602905,11795900
2016-12-14,85.290001,85.739998,84.169998,84.370003,76.864960,12292200
2016-12-15,84.150002,84.800003,83.610001,84.680000,77.147377,8768100
2016-12-16,84.900002,85.120003,84.150002,84.680000,77.147377,21172400
2016-12-19,84.750000,84.980003,84.320000,84.709999,77.174713,6431200
2016-12-20,84.570000,84.709999,84.190002,84.570000,77.047173,7485400
2016-12-21,84.190002,84.730003,84.120003,84.279999,76.782959,6099300
2016-12-22,84.000000,84.610001,83.870003,84.470001,76.956070,7864800
2016-12-23,84.680000,85.180000,84.550003,84.959999,77.402466,5284200
2016-12-27,84.900002,84.940002,84.419998,84.599998,77.074493,3782600
2016-12-28,84.400002,84.629997,83.949997,84.070000,76.591644,4298800
2016-12-29,84.239998,84.489998,84.099998,84.349998,76.846733,3718300
2016-12-30,84.169998,84.449997,83.919998,84.080002,76.600761,6209800
2017-01-03,83.879997,84.389999,83.500000,84.199997,76.710083,8792700
2017-01-04,84.449997,84.599998,84.239998,84.500000,76.983391,8096700
2017-01-05,84.410004,85.430000,84.379997,85.059998,77.493576,6852400
2017-01-06,84.940002,85.250000,84.620003,85.029999,77.466240,4799900
2017-01-09,84.059998,84.660004,83.750000,84.400002,76.892296,11000600
2017-01-10,84.339996,84.430000,83.239998,83.489998,76.063240,10918200
2017-01-11,83.389999,83.750000,83.279999,83.750000,76.300110,9572300
2017-01-12,83.709999,83.879997,83.370003,83.839996,76.382088,6545400
2017-01-13,83.849998,84.019997,83.440002,84.010002,76.536995,6762800
2017-01-17,83.900002,85.580002,83.879997,85.209999,77.630241,13145100
2017-01-18,84.800003,85.300003,84.589996,84.930000,77.987907,10520400
2017-01-19,84.629997,85.000000,84.279999,84.699997,77.776695,14074500
2017-01-20,86.889999,87.980003,86.419998,87.449997,80.301910,22944400
2017-01-23,87.089996,87.349998,86.849998,86.959999,79.851974,9408900
2017-01-24,87.220001,87.949997,87.220001,87.860001,80.678406,8704700
2017-01-25,87.839996,87.900002,87.059998,87.160004,80.035622,8082900
2017-01-26,87.120003,87.230003,86.589996,86.599998,79.521385,6542300
2017-01-27,86.449997,86.849998,86.019997,86.720001,79.631599,9332300
2017-01-30,86.779999,86.860001,86.500000,86.750000,79.659142,7350000
2017-01-31,86.629997,87.660004,86.529999,87.599998,80.439659,9712400
2017-02-01,87.029999,87.589996,86.750000,87.330002,80.191734,8291000
2017-02-02,87.610001,88.349998,87.250000,87.760002,80.586578,8997200
2017-02-03,88.120003,88.169998,87.389999,87.410004,80.265190,7161900
2017-02-06,87.500000,87.790001,87.129997,87.400002,80.256004,7483000
2017-02-07,87.639999,88.279999,87.480003,88.010002,80.816147,6646100
2017-02-08,88.070000,88.339996,87.809998,88.330002,81.109978,6815800
2017-02-09,88.330002,88.779999,88.029999,88.669998,81.422195,9914100
2017-02-10,88.559998,88.730003,87.970001,87.970001,80.779411,11057600
2017-02-13,88.040001,88.360001,87.639999,88.309998,81.091614,6905100
2017-02-14,88.000000,88.220001,87.230003,87.860001,80.678406,20123400
2017-02-15,89.809998,91.150002,89.809998,91.120003,83.671921,25847700
2017-02-16,90.919998,91.120003,90.540001,90.790001,83.368919,12408500
2017-02-17,90.610001,91.360001,90.449997,91.089996,83.644386,12152400
2017-02-21,90.580002,91.800003,90.580002,91.669998,84.176979,9018700
2017-02-22,91.449997,91.800003,91.250000,91.440002,83.965790,6749900
2017-02-23,91.610001,91.800003,90.910004,91.129997,83.681129,7611600
2017-02-24,90.970001,91.339996,90.669998,91.050003,83.607666,6643400
2017-02-27,90.529999,90.910004,90.059998,90.889999,83.460716,11840300
2017-02-28,90.900002,91.790001,90.650002,91.070000,83.626022,10535600
2017-03-01,91.050003,91.889999,90.709999,91.660004,84.167801,8792200
2017-03-02,91.400002,91.589996,90.879997,90.910004,83.479103,7031200
2017-03-03,90.910004,90.910004,89.889999,90.500000,83.102623,8334900
2017-03-06,89.889999,90.510002,89.589996,90.370003,82.983253,9533800
2017-03-07,90.139999,90.489998,90.059998,90.290001,82.909790,5363000
2017-03-08,90.019997,90.349998,89.760002,90.139999,82.772041,5503700
2017-03-09,90.139999,90.489998,90.099998,90.339996,82.955688,5587400
2017-03-10,90.800003,91.160004,90.650002,91.070000,83.626022,6797800
2017-03-13,91.059998,91.489998,90.849998,91.309998,83.846397,7397500
2017-03-14,91.260002,91.589996,90.820000,91.000000,83.561745,6686400
2017-03-15,91.000000,91.779999,90.730003,91.400002,83.929039,7855300
2017-03-16,91.440002,91.720001,91.099998,91.440002,83.965790,6601200
2017-03-17,91.449997,92.000000,90.919998,91.000000,83.561745,37010100
2017-03-20,90.959999,91.410004,90.940002,91.220001,83.763779,7772900
2017-03-21,91.300003,91.750000,91.029999,91.190002,83.736206,8211000
2017-03-22,91.309998,91.800003,90.750000,90.989998,83.552567,7798000
2017-03-23,90.910004,91.459999,90.599998,90.769997,83.350540,6831400
2017-03-24,90.769997,90.919998,90.209999,90.570000,83.166893,9252000
2017-03-27,90.449997,90.720001,90.180000,90.489998,83.093437,10072000
2017-03-28,90.169998,91.059998,90.129997,90.760002,83.341370,11855800
2017-03-29,90.559998,90.870003,90.389999,90.599998,83.194443,4252800
2017-03-30,90.500000,90.570000,90.099998,90.199997,82.827133,3691900
2017-03-31,90.029999,90.339996,89.839996,89.849998,82.505745,6942400
2017-04-03,89.860001,90.059998,89.449997,89.680000,82.349648,6967400
2017-04-04,89.750000,89.959999,89.419998,89.910004,82.560852,5680800
2017-04-05,90.000000,90.500000,89.760002,89.970001,82.615921,6320100
2017-04-06,89.769997,89.809998,89.309998,89.400002,82.092537,7231500
2017-04-07,89.459999,89.610001,89.180000,89.230003,81.936432,4739100
2017-04-10,89.129997,89.680000,88.750000,89.489998,82.175163,5956000
2017-04-11,89.660004,89.820000,89.290001,89.800003,82.459831,5186000
2017-04-12,89.699997,90.419998,89.559998,90.309998,82.928146,6286300
2017-04-13,90.050003,90.540001,89.790001,90.029999,82.671028,5040100
2017-04-17,90.230003,90.589996,90.129997,90.389999,83.001602,6931700
2017-04-18,90.400002,91.129997,90.339996,90.800003,83.378090,7087800
2017-04-19,90.099998,90.449997,89.500000,89.599998,82.905830,6919000
2017-04-20,89.699997,89.699997,89.309998,89.330002,82.655998,6983500
2017-04-21,89.169998,89.279999,88.610001,88.620003,81.999046,9061200
2017-04-24,89.120003,89.660004,89.010002,89.550003,82.859550,8338500
2017-04-25,89.580002,90.250000,89.470001,90.000000,83.275940,9088400
2017-04-26,89.849998,90.000000,87.610001,87.739998,81.184784,11951300
2017-04-27,87.580002,88.239998,87.230003,87.690002,81.138519,8517500
2017-04-28,87.519997,87.589996,87.150002,87.330002,80.805435,8295400
2017-05-01,87.379997,87.599998,87.080002,87.089996,80.583344,4546600
2017-05-02,87.290001,87.290001,86.019997,86.220001,79.778358,13197500
2017-05-03,86.300003,86.629997,85.900002,86.430000,79.972656,6122000
2017-05-04,86.849998,87.239998,86.300003,86.449997,79.991173,5986200
2017-05-05,86.540001,86.610001,86.129997,86.500000,80.037437,4506200
2017-05-08,86.330002,86.620003,86.239998,86.550003,80.083702,4634600
2017-05-09,86.800003,86.820000,86.220001,86.400002,79.944893,9577600
2017-05-10,86.480003,86.790001,86.389999,86.489998,80.028175,6178500
2017-05-11,86.610001,86.629997,85.879997,86.169998,79.732086,6064700
2017-05-12,86.239998,86.320000,85.919998,86.190002,79.750595,5892400
2017-05-15,86.650002,86.709999,86.250000,86.330002,79.880142,5820700
2017-05-16,86.879997,87.000000,86.190002,86.239998,79.796860,6554500
2017-05-17,86.239998,86.629997,85.930000,86.260002,79.815361,7805800
2017-05-18,86.180000,86.220001,85.519997,85.870003,79.454514,6985600
2017-05-19,86.000000,86.379997,85.669998,86.239998,79.796860,7320700
2017-05-22,86.250000,86.400002,86.029999,86.209999,79.769089,4260000
2017-05-23,86.279999,86.540001,85.980003,86.080002,79.648819,4394200
2017-05-24,86.449997,86.650002,86.209999,86.500000,80.037437,4878800
2017-05-25,86.580002,86.980003,86.550003,86.860001,80.370544,4368000
2017-05-26,86.930000,87.379997,86.820000,87.250000,80.731400,4337000
2017-05-30,87.250000,87.610001,87.099998,87.400002,80.870193,4594500
2017-05-31,87.669998,88.349998,87.449997,88.089996,81.508644,10146600
2017-06-01,88.019997,88.139999,87.370003,88.129997,81.545647,6251300
2017-06-02,88.400002,88.680000,88.010002,88.589996,81.971291,6136400
2017-06-05,88.300003,88.760002,88.000000,88.739998,82.110077,4115300
2017-06-06,88.760002,88.970001,88.449997,88.800003,82.165596,6503000
2017-06-07,88.680000,88.889999,88.400002,88.769997,82.137825,4781600
2017-06-08,88.769997,88.800003,87.360001,87.849998,81.286560,7712100
2017-06-09,87.849998,88.209999,87.550003,88.160004,81.573410,9696900
2017-06-12,88.160004,88.660004,88.089996,88.239998,81.647430,7867700
2017-06-13,88.360001,88.400002,87.769997,88.059998,81.480888,6419300
